inventory_id,store_id,sku_id,system_stock,physical_stock,damaged_stock,reserved_stock,reorder_level,inventory_check_date
579,4,1090,397,403,7,9,53,2026-06-30
580,4,1246,310,314,3,5,50,2026-06-30
581,4,1150,387,383,5,19,22,2026-06-30
582,4,1430,68,65,5,4,37,2026-06-30
583,4,1291,146,143,0,17,47,2026-06-30
584,4,1282,216,226,1,6,36,2026-06-30
585,4,1305,388,393,3,3,44,2026-06-30
586,4,1083,279,278,4,8,26,2026-06-30
587,4,1155,320,324,6,7,21,2026-06-30
588,4,1181,231,237,6,2,32,2026-06-30
589,4,1357,329,327,8,3,58,2026-06-30
590,4,1028,303,297,6,12,31,2026-06-30
591,4,1487,294,303,4,6,49,2026-06-30
592,4,1210,167,165,1,19,42,2026-06-30
593,4,1366,282,276,6,19,45,2026-06-30
594,4,1078,97,87,0,20,41,2026-06-30
595,4,1393,209,207,1,18,58,2026-06-30
596,4,1492,146,147,8,1,51,2026-06-30
597,4,1338,75,72,5,2,48,2026-06-30
598,4,1410,297,304,4,11,60,2026-06-30
599,4,1287,263,265,5,20,53,2026-06-30
600,4,1005,220,225,7,10,60,2026-06-30
601,5,1339,265,262,5,6,35,2026-06-30
602,5,1328,323,327,4,13,34,2026-06-30
603,5,1363,98,95,1,13,40,2026-06-30
604,5,1340,165,166,8,9,24,2026-06-30
605,5,1472,162,166,0,6,50,2026-06-30
606,5,1357,224,223,0,15,24,2026-06-30
607,5,1033,334,340,6,3,32,2026-06-30
608,5,1374,219,214,1,3,42,2026-06-30
609,5,1250,347,338,8,17,24,2026-06-30
610,5,1209,173,183,5,10,24,2026-06-30
611,5,1164,91,99,1,11,58,2026-06-30
612,5,1268,229,223,5,3,55,2026-06-30
613,5,1126,135,129,1,17,33,2026-06-30
614,5,1074,124,120,1,7,25,2026-06-30
615,5,1290,178,177,5,2,26,2026-06-30
616,5,1143,55,47,0,6,45,2026-06-30
617,5,1403,136,142,3,18,37,2026-06-30
618,5,1009,70,73,6,8,20,2026-06-30
619,5,1093,325,324,1,7,58,2026-06-30
620,5,1447,52,59,5,2,47,2026-06-30
621,5,1244,59,68,0,16,56,2026-06-30
622,5,1240,211,212,8,0,22,2026-06-30
623,5,1463,85,85,4,8,26,2026-06-30
624,5,1105,158,152,6,17,44,2026-06-30
625,5,1146,168,163,7,15,51,2026-06-30
626,5,1314,304,302,3,20,21,2026-06-30
627,5,1259,265,258,4,14,56,2026-06-30
628,5,1173,352,343,7,14,51,2026-06-30
629,5,1014,183,176,7,16,56,2026-06-30
630,5,1270,67,73,1,12,40,2026-06-30
631,5,1480,316,314,3,17,21,2026-06-30
632,5,1194,177,184,7,18,51,2026-06-30
633,5,1324,233,225,4,18,40,2026-06-30
634,5,1132,113,122,5,20,35,2026-06-30
635,5,1313,371,378,1,4,31,2026-06-30
636,5,1323,390,383,5,8,29,2026-06-30
637,5,1196,323,320,0,17,36,2026-06-30
638,5,1500,313,320,1,17,20,2026-06-30
639,5,1011,341,348,3,6,23,2026-06-30
640,5,1087,224,219,7,13,27,2026-06-30
641,5,1247,275,270,8,9,23,2026-06-30
642,5,1064,320,326,3,7,31,2026-06-30
643,5,1392,80,81,7,3,27,2026-06-30
644,5,1412,292,290,8,11,38,2026-06-30
645,5,1155,379,370,4,9,31,2026-06-30
646,5,1025,200,206,8,20,49,2026-06-30
647,5,1108,70,68,7,14,44,2026-06-30
648,5,1088,208,212,8,4,55,2026-06-30
649,5,1227,135,145,8,14,35,2026-06-30
650,5,1342,262,266,0,1,28,2026-06-30
651,5,1413,397,407,2,0,33,2026-06-30
652,5,1084,226,224,0,2,20,2026-06-30
653,5,1389,319,319,0,9,23,2026-06-30
654,5,1136,264,260,6,12,37,2026-06-30
655,5,1113,208,203,4,20,59,2026-06-30
656,5,1188,155,156,3,15,37,2026-06-30
657,5,1298,338,328,5,7,25,2026-06-30
658,5,1091,335,331,2,9,24,2026-06-30
659,5,1112,113,109,8,9,44,2026-06-30
660,5,1142,361,357,4,10,44,2026-06-30
661,5,1311,113,105,0,12,54,2026-06-30
662,5,1283,318,328,4,12,44,2026-06-30
663,5,1455,132,131,2,20,38,2026-06-30
664,5,1263,99,95,3,18,29,2026-06-30
665,5,1182,343,344,8,16,45,2026-06-30
666,5,1176,133,143,7,4,45,2026-06-30
667,5,1017,279,281,8,13,38,2026-06-30
668,5,1426,273,277,5,18,44,2026-06-30
669,5,1111,142,133,0,4,53,2026-06-30
670,5,1261,332,338,3,4,50,2026-06-30
671,5,1010,289,292,3,1,22,2026-06-30
672,5,1158,54,47,5,17,30,2026-06-30
673,5,1193,87,84,4,15,46,2026-06-30
674,5,1110,54,53,7,6,31,2026-06-30
675,5,1377,157,166,6,15,40,2026-06-30
676,5,1378,186,177,4,0,48,2026-06-30
677,5,1478,336,346,4,11,47,2026-06-30
678,5,1184,321,326,6,7,23,2026-06-30
679,5,1052,72,67,1,6,27,2026-06-30
680,5,1071,156,153,7,17,23,2026-06-30
681,5,1073,134,141,8,16,60,2026-06-30
682,5,1295,330,332,0,1,55,2026-06-30
683,5,1098,254,247,5,5,31,2026-06-30
684,5,1437,131,134,6,13,35,2026-06-30
685,5,1181,169,179,3,16,29,2026-06-30
686,5,1344,388,386,4,12,22,2026-06-30
687,5,1488,60,66,6,5,45,2026-06-30
688,5,1102,231,227,3,17,49,2026-06-30
689,5,1202,156,166,6,19,20,2026-06-30
690,5,1027,95,89,5,17,56,2026-06-30
691,5,1148,292,289,7,9,37,2026-06-30
692,5,1060,144,144,6,7,34,2026-06-30
693,5,1458,173,181,6,0,30,2026-06-30
694,5,1309,134,124,5,5,58,2026-06-30
695,5,1383,273,273,1,13,29,2026-06-30
696,5,1444,230,239,6,12,29,2026-06-30
697,5,1032,114,106,8,13,25,2026-06-30
698,5,1094,212,219,2,14,30,2026-06-30
699,5,1429,264,269,5,20,30,2026-06-30
700,5,1419,132,128,6,1,55,2026-06-30
701,5,1317,183,186,2,7,22,2026-06-30
702,5,1284,125,122,4,8,37,2026-06-30
703,5,1386,261,253,4,13,47,2026-06-30
704,5,1021,131,136,4,19,51,2026-06-30
705,5,1095,52,52,2,10,59,2026-06-30
706,5,1439,371,378,4,12,55,2026-06-30
707,5,1438,192,200,3,15,23,2026-06-30
708,5,1150,338,331,2,17,37,2026-06-30
709,5,1045,383,381,6,9,22,2026-06-30
710,5,1266,113,117,5,15,58,2026-06-30
711,5,1079,173,180,0,14,33,2026-06-30
712,5,1119,164,161,8,7,41,2026-06-30
713,5,1296,182,188,3,4,58,2026-06-30
714,5,1482,128,119,2,7,37,2026-06-30
715,5,1096,261,267,0,14,30,2026-06-30
716,5,1120,342,344,7,11,40,2026-06-30
717,5,1208,92,97,2,10,41,2026-06-30
718,5,1355,162,159,8,7,60,2026-06-30
719,5,1338,218,217,3,9,43,2026-06-30
720,5,1030,135,125,1,17,36,2026-06-30
721,5,1416,315,315,4,20,59,2026-06-30
722,5,1234,163,158,7,14,39,2026-06-30
723,5,1442,308,303,7,6,56,2026-06-30
724,5,1402,144,149,8,11,56,2026-06-30
725,5,1499,130,124,4,18,30,2026-06-30
726,5,1291,88,95,6,2,57,2026-06-30
727,5,1496,386,389,7,11,29,2026-06-30
728,5,1367,61,52,0,8,36,2026-06-30
729,5,1190,236,229,2,2,26,2026-06-30
730,5,1121,311,304,5,13,26,2026-06-30
731,5,1494,400,393,0,7,36,2026-06-30
732,5,1440,172,170,4,0,52,2026-06-30
733,5,1305,120,113,5,2,50,2026-06-30
734,5,1308,283,280,0,14,59,2026-06-30
735,5,1388,84,78,5,20,58,2026-06-30
736,5,1476,244,249,8,11,43,2026-06-30
737,5,1081,311,319,6,16,30,2026-06-30
738,5,1039,186,178,4,1,57,2026-06-30
739,5,1047,265,263,8,0,26,2026-06-30
740,5,1365,173,167,2,20,25,2026-06-30
741,5,1260,63,58,0,13,40,2026-06-30
742,5,1221,242,242,7,19,33,2026-06-30
743,5,1330,223,218,3,8,60,2026-06-30
744,5,1407,265,270,2,7,55,2026-06-30
745,5,1038,109,115,3,20,33,2026-06-30
746,5,1381,394,401,5,14,48,2026-06-30
747,5,1117,208,214,2,2,25,2026-06-30
748,5,1230,327,325,5,18,60,2026-06-30
749,5,1361,178,168,8,5,31,2026-06-30
750,5,1258,284,283,0,4,38,2026-06-30
751,6,1469,165,162,8,3,50,2026-06-30
752,6,1321,279,278,0,6,23,2026-06-30
753,6,1077,255,246,0,3,20,2026-06-30
754,6,1296,309,305,1,18,21,2026-06-30
755,6,1466,181,182,8,16,24,2026-06-30
756,6,1167,363,360,4,14,48,2026-06-30
757,6,1161,98,90,7,14,50,2026-06-30
758,6,1232,285,280,0,20,38,2026-06-30
759,6,1373,102,102,2,10,45,2026-06-30
760,6,1145,142,137,4,16,34,2026-06-30
761,6,1273,158,166,1,4,34,2026-06-30
762,6,1093,117,127,6,17,56,2026-06-30
763,6,1231,97,107,1,2,41,2026-06-30
764,6,1104,163,161,8,5,23,2026-06-30
765,6,1055,352,358,3,1,44,2026-06-30
766,6,1242,273,266,5,18,50,2026-06-30
767,6,1331,380,376,1,19,60,2026-06-30
768,6,1491,210,214,1,13,31,2026-06-30
769,6,1083,380,379,7,4,34,2026-06-30
770,6,1319,122,117,6,12,41,2026-06-30
771,6,1036,51,49,4,12,35,2026-06-30
772,6,1417,177,182,3,1,57,2026-06-30
773,6,1378,254,248,4,9,27,2026-06-30
774,6,1082,57,59,0,15,56,2026-06-30
775,6,1065,251,257,4,10,39,2026-06-30
776,6,1131,146,136,1,16,41,2026-06-30
777,6,1152,375,365,5,9,36,2026-06-30
778,6,1050,356,353,1,13,43,2026-06-30
779,6,1200,277,282,3,4,53,2026-06-30
780,6,1298,175,181,7,11,52,2026-06-30
781,6,1343,96,102,4,11,54,2026-06-30
782,6,1347,202,194,7,0,20,2026-06-30
783,6,1034,170,173,0,2,26,2026-06-30
784,6,1088,290,286,2,11,57,2026-06-30
785,6,1171,279,282,4,18,43,2026-06-30
786,6,1120,290,287,3,7,46,2026-06-30
787,6,1052,321,330,8,5,24,2026-06-30
788,6,1497,96,90,7,6,49,2026-06-30
789,6,1487,106,105,7,0,28,2026-06-30
790,6,1140,165,160,6,19,23,2026-06-30
791,6,1484,89,84,2,5,22,2026-06-30
792,6,1121,71,77,8,8,24,2026-06-30
793,6,1453,317,322,3,19,23,2026-06-30
794,6,1461,292,292,5,15,40,2026-06-30
795,6,1255,397,402,7,13,59,2026-06-30
796,6,1496,143,147,8,7,50,2026-06-30
797,6,1436,257,258,0,20,60,2026-06-30
798,6,1204,136,136,2,1,21,2026-06-30
799,6,1393,66,59,3,11,50,2026-06-30
800,6,1454,133,128,1,6,37,2026-06-30
801,6,1365,362,372,0,18,51,2026-06-30
802,6,1095,299,307,0,4,29,2026-06-30
803,6,1360,95,87,7,9,49,2026-06-30
804,6,1198,227,221,8,6,27,2026-06-30
805,6,1194,276,268,8,6,33,2026-06-30
806,6,1329,341,351,8,5,57,2026-06-30
807,6,1053,149,148,8,3,32,2026-06-30
808,6,1295,336,343,6,6,46,2026-06-30
809,6,1097,323,333,2,8,58,2026-06-30
810,6,1285,107,108,5,17,25,2026-06-30
811,6,1124,119,110,5,0,57,2026-06-30
812,6,1004,360,351,5,4,54,2026-06-30
813,6,1228,304,304,4,17,58,2026-06-30
814,6,1155,159,152,3,19,52,2026-06-30
815,6,1408,73,68,2,16,58,2026-06-30
816,6,1352,252,251,2,12,48,2026-06-30
817,6,1236,82,74,3,13,27,2026-06-30
818,6,1096,286,278,0,1,57,2026-06-30
819,6,1197,82,75,8,14,45,2026-06-30
820,6,1433,118,123,0,1,29,2026-06-30
821,6,1168,157,162,4,19,35,2026-06-30
822,6,1118,252,261,6,10,23,2026-06-30
823,6,1415,397,393,6,10,20,2026-06-30
824,6,1041,327,332,7,17,38,2026-06-30
825,6,1440,312,303,2,3,21,2026-06-30
826,6,1342,173,163,5,3,42,2026-06-30
827,6,1196,164,173,5,3,59,2026-06-30
828,6,1306,150,152,2,7,57,2026-06-30
829,6,1137,275,280,4,10,20,2026-06-30
830,6,1033,194,203,4,6,57,2026-06-30
831,6,1424,298,292,3,16,44,2026-06-30
832,6,1391,337,338,4,3,42,2026-06-30
833,6,1435,346,351,0,14,23,2026-06-30
834,6,1339,324,321,1,19,49,2026-06-30
835,6,1023,79,78,3,2,58,2026-06-30
836,6,1027,163,168,5,20,26,2026-06-30
837,6,1139,338,344,4,11,35,2026-06-30
838,6,1477,113,116,6,16,25,2026-06-30
839,6,1119,62,70,3,9,25,2026-06-30
840,6,1132,305,310,5,2,59,2026-06-30
841,6,1344,117,110,1,5,26,2026-06-30
842,6,1476,60,59,2,5,58,2026-06-30
843,6,1278,345,347,1,12,57,2026-06-30
844,6,1227,381,389,0,8,38,2026-06-30
845,6,1195,381,381,6,11,22,2026-06-30
846,6,1376,94,91,0,16,21,2026-06-30
847,6,1396,296,290,4,8,25,2026-06-30
848,6,1125,320,321,2,6,35,2026-06-30
849,6,1005,153,159,4,15,42,2026-06-30
850,6,1143,98,95,7,9,31,2026-06-30
851,6,1443,66,63,5,13,41,2026-06-30
852,6,1046,167,176,8,8,31,2026-06-30
853,6,1300,116,126,7,15,33,2026-06-30
854,6,1192,365,363,7,9,44,2026-06-30
855,6,1293,284,290,4,17,31,2026-06-30
856,6,1213,185,184,8,2,40,2026-06-30
857,6,1280,197,191,1,3,44,2026-06-30
858,6,1011,273,277,6,1,33,2026-06-30
859,6,1199,265,258,5,7,39,2026-06-30
860,6,1299,249,243,7,10,40,2026-06-30
861,6,1380,377,376,0,14,34,2026-06-30
862,6,1208,153,152,3,16,49,2026-06-30
863,6,1310,253,256,5,9,42,2026-06-30
864,6,1413,218,211,4,4,50,2026-06-30
865,6,1382,395,395,7,0,53,2026-06-30
866,6,1353,94,104,5,0,56,2026-06-30
867,6,1026,192,192,8,2,36,2026-06-30
868,6,1067,271,269,5,10,53,2026-06-30
869,6,1308,334,343,7,4,44,2026-06-30
870,6,1169,216,207,7,20,31,2026-06-30
871,6,1452,281,278,7,4,21,2026-06-30
872,6,1178,366,357,8,16,48,2026-06-30
873,6,1224,268,269,3,16,22,2026-06-30
874,6,1086,283,275,5,15,41,2026-06-30
875,6,1356,269,276,7,1,43,2026-06-30
876,6,1246,169,161,0,11,47,2026-06-30
877,6,1072,57,47,0,15,34,2026-06-30
878,6,1070,249,242,5,5,55,2026-06-30
879,6,1366,130,134,3,0,36,2026-06-30
880,6,1066,51,42,7,15,55,2026-06-30
881,6,1014,258,265,6,20,50,2026-06-30
882,6,1420,373,382,7,5,23,2026-06-30
883,6,1448,386,379,6,2,29,2026-06-30
884,6,1277,270,280,0,0,60,2026-06-30
885,6,1129,329,326,8,20,29,2026-06-30
886,6,1399,380,373,0,5,58,2026-06-30
887,6,1205,96,96,4,11,35,2026-06-30
888,6,1327,148,154,7,12,34,2026-06-30
889,6,1054,126,120,8,20,37,2026-06-30
890,6,1499,376,386,4,3,30,2026-06-30
891,6,1258,289,298,1,8,44,2026-06-30
892,6,1348,214,216,5,2,23,2026-06-30
893,6,1163,207,215,7,9,25,2026-06-30
894,6,1364,399,399,6,20,47,2026-06-30
895,6,1445,165,156,2,4,58,2026-06-30
896,6,1081,58,68,8,11,55,2026-06-30
897,6,1345,75,68,0,0,58,2026-06-30
898,6,1024,174,170,4,6,36,2026-06-30
899,6,1164,154,148,7,10,45,2026-06-30
900,6,1166,237,242,3,10,33,2026-06-30
901,7,1327,174,166,2,6,32,2026-06-30
902,7,1107,374,373,8,20,22,2026-06-30
903,7,1086,117,118,3,7,56,2026-06-30
904,7,1445,262,254,5,6,23,2026-06-30
905,7,1238,230,225,1,4,27,2026-06-30
906,7,1411,367,358,7,9,26,2026-06-30
907,7,1467,400,393,1,6,56,2026-06-30
908,7,1430,212,216,7,2,54,2026-06-30
909,7,1494,387,391,8,1,25,2026-06-30
910,7,1043,341,338,1,20,25,2026-06-30
911,7,1391,205,207,2,17,23,2026-06-30
912,7,1422,382,376,4,15,37,2026-06-30
913,7,1478,215,221,0,7,28,2026-06-30
914,7,1256,321,328,4,11,36,2026-06-30
915,7,1180,188,188,8,6,59,2026-06-30
916,7,1419,357,357,4,12,23,2026-06-30
917,7,1073,72,78,1,16,22,2026-06-30
918,7,1021,258,262,6,5,60,2026-06-30
919,7,1384,264,262,7,5,27,2026-06-30
920,7,1135,271,264,8,8,57,2026-06-30
921,7,1499,205,214,8,8,56,2026-06-30
922,7,1046,135,141,2,9,22,2026-06-30
923,7,1418,110,108,3,15,35,2026-06-30
924,7,1087,90,97,1,16,37,2026-06-30
925,7,1035,260,266,8,10,24,2026-06-30
926,7,1185,394,387,0,0,23,2026-06-30
927,7,1322,330,328,7,12,36,2026-06-30
928,7,1487,296,289,5,0,29,2026-06-30
929,7,1335,160,154,5,19,51,2026-06-30
930,7,1084,66,66,0,1,36,2026-06-30
931,7,1252,116,120,1,4,29,2026-06-30
932,7,1452,163,153,2,12,42,2026-06-30
933,7,1042,231,233,6,12,20,2026-06-30
934,7,1236,336,339,6,20,54,2026-06-30
935,7,1426,349,353,2,1,47,2026-06-30
936,7,1152,281,289,3,16,49,2026-06-30
937,7,1460,260,264,7,2,46,2026-06-30
938,7,1440,383,375,0,9,50,2026-06-30
939,7,1060,254,259,4,4,42,2026-06-30
940,7,1239,374,374,7,8,58,2026-06-30
941,7,1365,155,153,3,3,36,2026-06-30
942,7,1033,321,316,8,0,60,2026-06-30
943,7,1461,396,397,8,5,41,2026-06-30
944,7,1058,258,261,3,2,57,2026-06-30
945,7,1363,98,98,5,1,57,2026-06-30
946,7,1001,303,309,2,13,54,2026-06-30
947,7,1486,84,92,0,11,37,2026-06-30
948,7,1187,55,64,0,12,51,2026-06-30
949,7,1110,374,366,3,20,42,2026-06-30
950,7,1245,163,170,8,9,31,2026-06-30
951,7,1338,334,344,3,4,26,2026-06-30
952,7,1435,313,305,8,5,47,2026-06-30
953,7,1270,339,340,8,5,39,2026-06-30
954,7,1127,215,221,2,6,36,2026-06-30
955,7,1431,250,245,0,15,45,2026-06-30
956,7,1103,236,241,3,6,34,2026-06-30
957,7,1118,68,62,5,4,40,2026-06-30
958,7,1421,136,136,5,13,30,2026-06-30
959,7,1269,159,149,4,19,42,2026-06-30
960,7,1395,178,188,1,19,32,2026-06-30
961,7,1181,266,268,3,18,37,2026-06-30
962,7,1370,321,322,4,7,38,2026-06-30
963,7,1172,55,51,3,0,60,2026-06-30
964,7,1345,200,201,0,20,33,2026-06-30
965,7,1008,181,176,4,8,27,2026-06-30
966,7,1131,159,162,6,20,59,2026-06-30
967,7,1124,179,189,0,1,27,2026-06-30
968,7,1130,78,75,7,15,23,2026-06-30
969,7,1014,119,112,1,6,53,2026-06-30
970,7,1250,262,269,4,0,49,2026-06-30
971,7,1489,105,108,1,3,45,2026-06-30
972,7,1132,375,377,3,18,56,2026-06-30
973,7,1259,60,70,4,0,23,2026-06-30
974,7,1166,187,179,8,5,56,2026-06-30
975,7,1082,163,168,2,1,47,2026-06-30
976,7,1282,218,215,4,0,60,2026-06-30
977,7,1405,125,134,2,4,43,2026-06-30
978,7,1091,363,372,1,12,31,2026-06-30
979,7,1201,270,268,3,17,30,2026-06-30
980,7,1013,390,397,1,8,41,2026-06-30
981,7,1281,52,53,8,7,42,2026-06-30
982,7,1182,357,361,6,15,24,2026-06-30
983,7,1442,337,338,4,9,50,2026-06-30
984,7,1012,363,354,2,8,48,2026-06-30
985,7,1044,159,167,3,18,49,2026-06-30
986,7,1149,295,301,7,20,40,2026-06-30
987,7,1161,386,387,1,11,43,2026-06-30
988,7,1300,359,350,2,2,29,2026-06-30
989,7,1341,207,206,4,11,39,2026-06-30
990,7,1136,308,302,2,12,47,2026-06-30
991,7,1458,176,185,6,0,49,2026-06-30
992,7,1104,316,321,6,10,24,2026-06-30
993,7,1471,99,108,0,12,33,2026-06-30
994,7,1090,225,216,7,15,51,2026-06-30
995,7,1059,354,359,2,13,36,2026-06-30
996,7,1080,350,356,6,4,53,2026-06-30
997,7,1249,331,336,3,11,58,2026-06-30
998,7,1308,336,327,7,1,46,2026-06-30
999,7,1373,275,267,5,18,45,2026-06-30
1000,7,1134,100,93,4,14,36,2026-06-30
1001,7,1325,66,71,0,12,51,2026-06-30
1002,7,1030,252,250,0,8,30,2026-06-30
1003,7,1119,387,382,6,5,52,2026-06-30
1004,7,1024,218,210,3,2,50,2026-06-30
1005,7,1295,351,354,4,10,28,2026-06-30
1006,7,1346,56,53,1,11,45,2026-06-30
1007,7,1397,331,331,7,9,39,2026-06-30
1008,7,1383,362,363,0,9,60,2026-06-30
1009,7,1320,278,277,0,20,44,2026-06-30
1010,7,1049,282,291,7,10,34,2026-06-30
1011,7,1456,177,182,1,12,23,2026-06-30
1012,7,1361,148,158,0,19,37,2026-06-30
1013,7,1085,153,145,8,0,29,2026-06-30
1014,7,1247,283,279,1,6,60,2026-06-30
1015,7,1376,199,208,5,15,31,2026-06-30
1016,7,1324,199,202,3,14,50,2026-06-30
1017,7,1209,150,149,1,14,25,2026-06-30
1018,7,1192,372,379,6,6,42,2026-06-30
1019,7,1120,376,376,7,2,37,2026-06-30
1020,7,1334,290,291,7,0,25,2026-06-30
1021,7,1275,273,279,2,19,29,2026-06-30
1022,7,1319,326,332,8,9,50,2026-06-30
1023,7,1211,371,376,5,8,53,2026-06-30
1024,7,1409,120,123,7,17,39,2026-06-30
1025,7,1400,122,119,8,8,32,2026-06-30
1026,7,1020,400,390,2,15,23,2026-06-30
1027,7,1332,278,272,6,10,25,2026-06-30
1028,7,1358,50,45,4,18,24,2026-06-30
1029,7,1294,346,350,2,5,51,2026-06-30
1030,7,1246,390,388,3,19,59,2026-06-30
1031,7,1257,209,213,3,6,32,2026-06-30
1032,7,1493,260,260,4,9,26,2026-06-30
1033,7,1408,362,370,3,19,23,2026-06-30
1034,7,1444,173,182,5,18,25,2026-06-30
1035,7,1453,385,378,4,10,32,2026-06-30
1036,7,1410,50,47,3,16,56,2026-06-30
1037,7,1145,102,94,2,6,57,2026-06-30
1038,7,1083,355,346,2,9,40,2026-06-30
1039,7,1261,284,274,4,4,58,2026-06-30
1040,7,1062,360,364,2,3,37,2026-06-30
1041,7,1125,320,317,6,4,44,2026-06-30
1042,7,1255,322,329,3,1,26,2026-06-30
1043,7,1454,273,277,7,20,28,2026-06-30
1044,7,1277,373,367,5,15,59,2026-06-30
1045,7,1195,211,202,1,3,54,2026-06-30
1046,7,1189,165,169,3,20,43,2026-06-30
1047,7,1349,372,369,2,15,23,2026-06-30
1048,7,1389,307,313,8,18,42,2026-06-30
1049,7,1075,386,396,6,10,50,2026-06-30
1050,7,1267,271,264,2,3,28,2026-06-30
1051,8,1469,230,224,4,10,27,2026-06-30
1052,8,1093,183,184,2,4,50,2026-06-30
1053,8,1223,262,264,1,5,58,2026-06-30
1054,8,1319,104,103,8,0,29,2026-06-30
1055,8,1465,154,144,5,3,39,2026-06-30
1056,8,1087,69,70,8,0,38,2026-06-30
1057,8,1496,273,268,3,6,41,2026-06-30
1058,8,1457,292,289,8,18,39,2026-06-30
1059,8,1163,282,286,3,8,37,2026-06-30
1060,8,1412,69,74,6,18,59,2026-06-30
1061,8,1143,87,88,3,11,32,2026-06-30
1062,8,1265,359,363,5,11,20,2026-06-30
1063,8,1379,353,362,7,12,30,2026-06-30
1064,8,1155,177,174,2,14,41,2026-06-30
1065,8,1359,86,83,7,20,39,2026-06-30
1066,8,1133,357,353,6,11,52,2026-06-30
1067,8,1262,90,91,0,5,50,2026-06-30
1068,8,1336,228,224,3,15,43,2026-06-30
1069,8,1248,226,221,7,20,21,2026-06-30
1070,8,1227,305,313,1,7,59,2026-06-30
1071,8,1181,349,341,1,9,22,2026-06-30
1072,8,1341,79,85,8,1,33,2026-06-30
1073,8,1460,385,382,0,9,40,2026-06-30
1074,8,1375,300,302,7,0,34,2026-06-30
1075,8,1314,400,398,6,15,34,2026-06-30
1076,8,1471,192,196,6,13,36,2026-06-30
1077,8,1169,267,259,1,0,26,2026-06-30
1078,8,1397,103,95,8,6,27,2026-06-30
1079,8,1438,161,153,6,3,53,2026-06-30
1080,8,1205,261,257,2,14,35,2026-06-30
1081,8,1481,82,85,7,5,49,2026-06-30
1082,8,1186,64,55,3,11,46,2026-06-30
1083,8,1070,129,133,8,10,48,2026-06-30
1084,8,1450,182,172,6,18,29,2026-06-30
1085,8,1042,146,155,0,6,50,2026-06-30
1086,8,1121,363,354,0,6,51,2026-06-30
1087,8,1005,71,72,8,1,34,2026-06-30
1088,8,1137,88,93,7,18,37,2026-06-30
1089,8,1216,329,335,8,14,28,2026-06-30
1090,8,1264,115,110,7,17,29,2026-06-30
1091,8,1220,194,193,6,19,47,2026-06-30
1092,8,1103,134,137,3,6,59,2026-06-30
1093,8,1187,399,397,7,6,39,2026-06-30
1094,8,1271,56,52,7,6,41,2026-06-30
1095,8,1106,183,181,4,6,33,2026-06-30
1096,8,1444,165,156,7,2,39,2026-06-30
1097,8,1394,238,243,4,5,59,2026-06-30
1098,8,1350,330,331,3,5,34,2026-06-30
1099,8,1392,161,156,7,19,59,2026-06-30
1100,8,1484,208,202,2,19,46,2026-06-30
1101,8,1209,272,279,2,15,20,2026-06-30
1102,8,1190,272,276,8,5,46,2026-06-30
1103,8,1222,129,129,6,16,50,2026-06-30
1104,8,1260,73,73,0,8,49,2026-06-30
1105,8,1434,227,222,4,14,27,2026-06-30
1106,8,1114,343,339,1,14,47,2026-06-30
1107,8,1463,136,142,3,17,50,2026-06-30
1108,8,1185,289,293,3,7,53,2026-06-30
1109,8,1010,344,344,4,5,24,2026-06-30
1110,8,1297,321,323,5,6,31,2026-06-30
1111,8,1487,100,107,7,5,44,2026-06-30
1112,8,1455,56,53,8,1,22,2026-06-30
1113,8,1440,191,182,5,5,52,2026-06-30
1114,8,1293,227,233,4,20,59,2026-06-30
1115,8,1101,350,340,8,5,35,2026-06-30
1116,8,1063,192,202,8,4,58,2026-06-30
1117,8,1475,347,356,0,13,56,2026-06-30
1118,8,1436,128,119,4,0,45,2026-06-30
1119,8,1083,150,143,8,8,28,2026-06-30
1120,8,1280,152,150,3,1,21,2026-06-30
1121,8,1161,363,364,3,2,48,2026-06-30
1122,8,1274,231,233,2,15,49,2026-06-30
1123,8,1053,316,318,5,5,40,2026-06-30
1124,8,1371,395,397,0,16,54,2026-06-30
1125,8,1405,163,167,1,6,52,2026-06-30
1126,8,1382,231,238,5,16,57,2026-06-30
1127,8,1033,196,187,3,16,33,2026-06-30
1128,8,1182,192,200,2,14,55,2026-06-30
1129,8,1290,55,58,3,4,54,2026-06-30
1130,8,1253,146,151,8,19,44,2026-06-30
1131,8,1108,320,319,8,5,37,2026-06-30
1132,8,1255,81,85,1,4,30,2026-06-30
1133,8,1268,336,342,0,4,36,2026-06-30
1134,8,1238,74,67,6,7,28,2026-06-30
1135,8,1219,206,202,3,8,26,2026-06-30
1136,8,1470,386,380,1,17,25,2026-06-30
1137,8,1131,120,124,0,5,54,2026-06-30
1138,8,1263,244,250,5,11,50,2026-06-30
1139,8,1221,300,301,8,8,56,2026-06-30
1140,8,1001,331,341,3,13,44,2026-06-30
1141,8,1367,227,227,3,18,36,2026-06-30
1142,8,1027,125,131,5,1,21,2026-06-30
1143,8,1257,100,99,5,13,35,2026-06-30
1144,8,1476,80,83,0,16,38,2026-06-30
1145,8,1482,60,62,7,14,28,2026-06-30
1146,8,1495,334,330,6,18,53,2026-06-30
1147,8,1362,322,331,8,16,58,2026-06-30
1148,8,1249,348,340,7,16,39,2026-06-30
1149,8,1442,272,276,0,10,51,2026-06-30
1150,8,1082,386,393,7,3,34,2026-06-30
1151,8,1461,175,172,6,19,23,2026-06-30
1152,8,1126,295,293,0,3,25,2026-06-30
