sku_id,product_name,category,brand,mrp,selling_price,weight,shelf_life_days,reorder_level,is_active
1375,Bisleri Product 75,Beverages,Bisleri,54,169,750ml,298,10,True
1376,Coca-Cola Product 76,Beverages,Coca-Cola,230,254,1kg,214,39,True
1377,Coca-Cola Product 77,Beverages,Coca-Cola,316,183,1L,344,36,True
1378,Coca-Cola Product 78,Beverages,Coca-Cola,266,310,250g,273,28,True
1379,Coca-Cola Product 79,Beverages,Coca-Cola,80,217,1L,109,27,True
1380,Bisleri Product 80,Beverages,Bisleri,417,120,1L,305,24,True
1381,Coca-Cola Product 81,Beverages,Coca-Cola,466,286,500g,198,38,True
1382,Pepsi Product 82,Beverages,Pepsi,364,76,250g,216,21,True
1383,Bisleri Product 83,Beverages,Bisleri,445,22,250g,354,40,True
1384,Pepsi Product 84,Beverages,Pepsi,123,369,750ml,103,36,True
1385,Coca-Cola Product 85,Beverages,Coca-Cola,75,371,1L,214,18,True
1386,Pepsi Product 86,Beverages,Pepsi,264,388,500g,115,22,True
1387,Coca-Cola Product 87,Beverages,Coca-Cola,107,252,1kg,250,13,True
1388,Pepsi Product 88,Beverages,Pepsi,97,239,750ml,29,19,True
1389,Bisleri Product 89,Beverages,Bisleri,418,326,1kg,98,36,True
1390,Bisleri Product 90,Beverages,Bisleri,161,180,1kg,302,37,True
1391,Coca-Cola Product 91,Beverages,Coca-Cola,460,273,750ml,140,16,True
1392,Coca-Cola Product 92,Beverages,Coca-Cola,408,212,1kg,231,18,True
1393,Coca-Cola Product 93,Beverages,Coca-Cola,340,372,1L,51,15,True
1394,Coca-Cola Product 94,Beverages,Coca-Cola,52,246,500g,65,19,True
1395,Pepsi Product 95,Beverages,Pepsi,92,184,1L,31,16,True
1396,Coca-Cola Product 96,Beverages,Coca-Cola,260,301,250g,174,17,True
1397,Coca-Cola Product 97,Beverages,Coca-Cola,223,152,1kg,248,38,True
1398,Pepsi Product 98,Beverages,Pepsi,337,199,750ml,302,27,True
1399,Bisleri Product 99,Beverages,Bisleri,345,347,500g,177,30,True
1400,Bisleri Product 100,Beverages,Bisleri,209,253,500g,194,20,True
1401,Colgate Product 1,Personal Care,Colgate,359,189,1kg,335,10,True
1402,Dove Product 2,Personal Care,Dove,378,446,1kg,334,38,True
1403,Dove Product 3,Personal Care,Dove,447,256,1L,348,31,True
1404,Lux Product 4,Personal Care,Lux,353,408,500g,210,10,True
1405,Lux Product 5,Personal Care,Lux,302,270,1kg,211,18,True
1406,Dove Product 6,Personal Care,Dove,484,43,1kg,301,25,True
1407,Colgate Product 7,Personal Care,Colgate,310,65,750ml,82,28,True
1408,Dove Product 8,Personal Care,Dove,154,353,250g,144,40,True
1409,Colgate Product 9,Personal Care,Colgate,176,346,750ml,235,22,True
1410,Dove Product 10,Personal Care,Dove,80,429,750ml,349,33,True
1411,Dove Product 11,Personal Care,Dove,431,281,1L,31,40,True
1412,Lux Product 12,Personal Care,Lux,134,22,1L,218,40,True
1413,Lux Product 13,Personal Care,Lux,29,124,1kg,286,40,True
1414,Lux Product 14,Personal Care,Lux,161,302,1L,124,13,True
1415,Dove Product 15,Personal Care,Dove,93,111,500g,31,24,True
1416,Colgate Product 16,Personal Care,Colgate,276,338,1kg,321,11,True
1417,Lux Product 17,Personal Care,Lux,175,114,1kg,172,27,True
1418,Colgate Product 18,Personal Care,Colgate,161,315,250g,139,12,True
1419,Lux Product 19,Personal Care,Lux,185,112,500g,10,11,True
1420,Colgate Product 20,Personal Care,Colgate,55,403,750ml,58,32,True
1421,Lux Product 21,Personal Care,Lux,107,186,1L,241,36,True
1422,Dove Product 22,Personal Care,Dove,279,356,250g,187,20,True
1423,Lux Product 23,Personal Care,Lux,323,231,1kg,14,31,True
1424,Dove Product 24,Personal Care,Dove,444,83,500g,304,23,True
1425,Lux Product 25,Personal Care,Lux,232,365,250g,223,11,True
1426,Dove Product 26,Personal Care,Dove,262,383,750ml,265,24,True
1427,Lux Product 27,Personal Care,Lux,175,163,1L,59,26,True
1428,Colgate Product 28,Personal Care,Colgate,115,157,1L,129,12,True
1429,Dove Product 29,Personal Care,Dove,115,347,500g,313,24,True
1430,Lux Product 30,Personal Care,Lux,270,411,750ml,66,21,True
1431,Dove Product 31,Personal Care,Dove,493,258,250g,146,10,True
1432,Dove Product 32,Personal Care,Dove,258,133,750ml,216,36,True
1433,Lux Product 33,Personal Care,Lux,246,217,1kg,126,40,True
1434,Colgate Product 34,Personal Care,Colgate,349,231,250g,266,11,True
1435,Colgate Product 35,Personal Care,Colgate,455,224,1L,326,29,True
1436,Lux Product 36,Personal Care,Lux,414,210,750ml,48,19,True
1437,Dove Product 37,Personal Care,Dove,51,308,750ml,8,12,True
1438,Colgate Product 38,Personal Care,Colgate,169,343,750ml,345,32,True
1439,Colgate Product 39,Personal Care,Colgate,76,363,750ml,82,32,True
1440,Lux Product 40,Personal Care,Lux,374,195,1kg,271,12,True
1441,Lux Product 41,Personal Care,Lux,38,271,250g,113,39,True
1442,Lux Product 42,Personal Care,Lux,192,67,500g,202,22,True
1443,Colgate Product 43,Personal Care,Colgate,467,127,500g,247,23,True
1444,Colgate Product 44,Personal Care,Colgate,491,245,750ml,270,37,True
1445,Colgate Product 45,Personal Care,Colgate,393,312,500g,264,13,True
1446,Lux Product 46,Personal Care,Lux,413,73,250g,260,35,True
1447,Colgate Product 47,Personal Care,Colgate,292,405,750ml,304,36,True
1448,Colgate Product 48,Personal Care,Colgate,442,113,250g,11,20,True
1449,Colgate Product 49,Personal Care,Colgate,388,234,250g,224,29,True
1450,Lux Product 50,Personal Care,Lux,183,156,1kg,95,32,True
1451,Lux Product 51,Personal Care,Lux,232,182,750ml,265,13,True
1452,Dove Product 52,Personal Care,Dove,144,75,1L,154,28,True
1453,Dove Product 53,Personal Care,Dove,478,283,500g,228,27,True
1454,Dove Product 54,Personal Care,Dove,335,131,500g,248,25,True
1455,Colgate Product 55,Personal Care,Colgate,197,31,1L,283,26,True
1456,Colgate Product 56,Personal Care,Colgate,106,44,250g,28,30,True
1457,Colgate Product 57,Personal Care,Colgate,270,386,500g,316,23,True
1458,Colgate Product 58,Personal Care,Colgate,483,272,250g,258,21,True
1459,Lux Product 59,Personal Care,Lux,315,98,250g,68,26,True
1460,Lux Product 60,Personal Care,Lux,105,182,250g,113,36,True
1461,Lux Product 61,Personal Care,Lux,228,301,500g,146,31,True
1462,Colgate Product 62,Personal Care,Colgate,90,349,750ml,316,20,True
1463,Colgate Product 63,Personal Care,Colgate,306,18,500g,91,18,True
1464,Lux Product 64,Personal Care,Lux,378,139,250g,66,37,True
1465,Lux Product 65,Personal Care,Lux,237,190,500g,357,11,True
1466,Dove Product 66,Personal Care,Dove,378,336,750ml,129,13,True
1467,Colgate Product 67,Personal Care,Colgate,161,77,500g,189,15,True
1468,Lux Product 68,Personal Care,Lux,138,276,250g,27,34,True
1469,Lux Product 69,Personal Care,Lux,287,362,750ml,224,14,True
1470,Lux Product 70,Personal Care,Lux,494,438,750ml,192,40,True
1471,Lux Product 71,Personal Care,Lux,253,96,250g,22,31,True
1472,Lux Product 72,Personal Care,Lux,374,285,1L,156,11,True
1473,Dove Product 73,Personal Care,Dove,479,105,250g,55,35,True
1474,Lux Product 74,Personal Care,Lux,124,21,750ml,221,38,True
1475,Lux Product 75,Personal Care,Lux,134,260,1L,174,15,True
1476,Dove Product 76,Personal Care,Dove,368,354,1L,127,31,True
1477,Colgate Product 77,Personal Care,Colgate,405,170,750ml,280,12,True
1478,Dove Product 78,Personal Care,Dove,191,264,250g,194,30,True
1479,Colgate Product 79,Personal Care,Colgate,144,334,750ml,268,23,True
1480,Lux Product 80,Personal Care,Lux,442,351,500g,115,26,True
1481,Dove Product 81,Personal Care,Dove,26,317,750ml,301,26,True
1482,Dove Product 82,Personal Care,Dove,419,205,250g,23,18,True
1483,Dove Product 83,Personal Care,Dove,242,410,500g,155,28,True
1484,Dove Product 84,Personal Care,Dove,282,345,1kg,219,38,True
1485,Lux Product 85,Personal Care,Lux,199,290,1L,137,35,True
1486,Lux Product 86,Personal Care,Lux,232,444,250g,39,36,True
1487,Dove Product 87,Personal Care,Dove,427,114,250g,255,31,True
1488,Dove Product 88,Personal Care,Dove,79,109,500g,62,39,True
1489,Lux Product 89,Personal Care,Lux,444,149,250g,24,20,True
1490,Colgate Product 90,Personal Care,Colgate,494,232,750ml,118,20,True
1491,Lux Product 91,Personal Care,Lux,102,408,500g,149,18,True
1492,Colgate Product 92,Personal Care,Colgate,273,214,1kg,325,36,True
1493,Dove Product 93,Personal Care,Dove,151,169,1L,305,13,True
1494,Lux Product 94,Personal Care,Lux,71,93,750ml,94,27,True
1495,Dove Product 95,Personal Care,Dove,444,173,1L,51,28,True
1496,Lux Product 96,Personal Care,Lux,398,140,750ml,260,27,True
1497,Lux Product 97,Personal Care,Lux,467,337,250g,105,23,True
1498,Colgate Product 98,Personal Care,Colgate,49,159,250g,358,16,True
1499,Dove Product 99,Personal Care,Dove,244,41,250g,303,13,True
1500,Colgate Product 100,Personal Care,Colgate,94,187,750ml,118,14,True
