order_item_id,order_id,sku_id,quantity,unit_price,total_price
4427,1472,1230,2,309,618
4428,1472,1154,3,405,1215
4429,1472,1130,3,33,99
4430,1473,1103,3,238,714
4431,1473,1081,1,172,172
4432,1474,1387,2,252,504
4433,1474,1285,3,120,360
4434,1474,1045,1,30,30
4435,1474,1247,3,205,615
4436,1475,1334,3,139,417
4437,1476,1255,2,440,880
4438,1476,1381,1,286,286
4439,1476,1155,1,35,35
4440,1476,1371,1,75,75
4441,1476,1472,3,285,855
4442,1477,1353,1,69,69
4443,1478,1241,3,164,492
4444,1479,1467,1,77,77
4445,1479,1328,3,213,639
4446,1479,1017,1,231,231
4447,1480,1389,3,326,978
4448,1480,1286,1,373,373
4449,1480,1192,1,238,238
4450,1480,1382,3,76,228
4451,1480,1045,1,30,30
4452,1481,1499,2,41,82
4453,1481,1131,3,281,843
4454,1481,1310,1,164,164
4455,1481,1206,3,287,861
4456,1481,1468,2,276,552
4457,1482,1138,1,281,281
4458,1482,1384,1,369,369
4459,1482,1308,3,359,1077
4460,1482,1378,1,310,310
4461,1483,1456,1,44,44
4462,1483,1009,2,46,92
4463,1483,1089,1,384,384
4464,1483,1477,1,170,170
4465,1483,1037,3,338,1014
4466,1484,1093,2,435,870
4467,1485,1066,3,54,162
4468,1485,1229,1,194,194
4469,1485,1351,2,360,720
4470,1485,1422,2,356,712
4471,1486,1278,1,145,145
4472,1486,1034,1,422,422
4473,1486,1181,3,51,153
4474,1486,1024,3,21,63
4475,1487,1107,2,397,794
4476,1488,1478,3,264,792
4477,1488,1128,2,240,480
4478,1489,1249,1,183,183
4479,1489,1037,1,338,338
4480,1489,1369,3,235,705
4481,1489,1032,1,244,244
4482,1489,1348,3,176,528
4483,1490,1418,1,315,315
4484,1490,1041,2,207,414
4485,1490,1421,2,186,372
4486,1490,1453,1,283,283
4487,1490,1306,2,24,48
4488,1491,1409,3,346,1038
4489,1491,1486,3,444,1332
4490,1491,1239,2,224,448
4491,1492,1156,1,354,354
4492,1492,1444,1,245,245
4493,1492,1032,3,244,732
4494,1493,1172,3,305,915
4495,1493,1187,3,98,294
4496,1494,1300,2,56,112
4497,1494,1188,1,128,128
4498,1494,1126,2,380,760
4499,1494,1329,2,145,290
4500,1494,1313,3,212,636
4501,1495,1283,2,28,56
4502,1495,1286,1,373,373
4503,1495,1008,3,428,1284
4504,1495,1389,2,326,652
4505,1496,1141,1,433,433
4506,1496,1444,2,245,490
4507,1496,1394,1,246,246
4508,1496,1006,1,445,445
4509,1496,1211,3,102,306
4510,1497,1070,2,346,692
4511,1497,1457,2,386,772
4512,1497,1269,3,357,1071
4513,1497,1084,3,403,1209
4514,1498,1103,1,238,238
4515,1499,1234,1,200,200
4516,1499,1378,3,310,930
4517,1500,1439,1,363,363
4518,1500,1199,2,107,214
4519,1500,1125,2,45,90
4520,1500,1164,2,61,122
4521,1501,1270,3,145,435
4522,1501,1370,2,300,600
4523,1501,1153,3,336,1008
4524,1501,1474,2,21,42
4525,1502,1145,2,328,656
4526,1502,1317,3,284,852
4527,1503,1422,1,356,356
4528,1503,1180,3,150,450
4529,1503,1492,3,214,642
4530,1503,1466,3,336,1008
4531,1504,1089,1,384,384
4532,1504,1388,2,239,478
4533,1504,1072,2,387,774
4534,1505,1078,2,316,632
4535,1506,1206,3,287,861
4536,1506,1415,2,111,222
4537,1506,1348,1,176,176
4538,1506,1446,2,73,146
4539,1507,1308,3,359,1077
4540,1507,1461,2,301,602
4541,1507,1111,1,92,92
4542,1507,1067,2,320,640
4543,1508,1346,3,375,1125
4544,1508,1064,2,124,248
4545,1508,1433,3,217,651
4546,1508,1419,2,112,224
4547,1509,1334,3,139,417
4548,1510,1250,1,85,85
4549,1510,1210,1,352,352
4550,1510,1423,3,231,693
4551,1511,1094,2,231,462
4552,1511,1007,3,252,756
4553,1511,1486,2,444,888
4554,1512,1361,3,149,447
4555,1512,1473,2,105,210
4556,1512,1372,2,435,870
4557,1512,1104,1,209,209
4558,1513,1009,2,46,92
4559,1513,1014,2,163,326
4560,1514,1343,2,116,232
4561,1514,1371,1,75,75
4562,1514,1431,2,258,516
4563,1514,1488,3,109,327
4564,1514,1439,3,363,1089
4565,1515,1189,1,186,186
4566,1515,1447,3,405,1215
4567,1516,1495,1,173,173
4568,1516,1488,3,109,327
4569,1516,1189,1,186,186
4570,1516,1398,1,199,199
4571,1516,1481,2,317,634
4572,1517,1491,3,408,1224
4573,1517,1119,3,223,669
4574,1517,1194,3,365,1095
4575,1517,1129,3,315,945
4576,1517,1242,3,73,219
4577,1518,1077,3,360,1080
4578,1518,1183,1,35,35
4579,1519,1161,3,439,1317
4580,1519,1321,1,372,372
4581,1519,1232,3,354,1062
4582,1520,1444,3,245,735
4583,1521,1276,1,22,22
4584,1521,1453,2,283,566
4585,1522,1293,3,160,480
4586,1522,1443,1,127,127
4587,1523,1349,2,45,90
4588,1523,1074,3,102,306
4589,1523,1054,1,413,413
4590,1524,1129,1,315,315
4591,1525,1457,3,386,1158
4592,1525,1487,3,114,342
4593,1526,1343,2,116,232
4594,1526,1271,3,355,1065
4595,1526,1423,2,231,462
4596,1526,1431,3,258,774
4597,1527,1479,3,334,1002
4598,1527,1015,1,283,283
4599,1527,1023,2,312,624
4600,1527,1037,1,338,338
4601,1528,1024,1,21,21
4602,1528,1453,3,283,849
4603,1528,1488,3,109,327
4604,1529,1002,1,60,60
4605,1529,1003,1,84,84
4606,1529,1224,1,268,268
4607,1530,1132,3,172,516
4608,1530,1033,3,416,1248
4609,1530,1177,2,408,816
4610,1530,1142,3,124,372
4611,1531,1180,2,150,300
4612,1531,1271,2,355,710
4613,1531,1023,3,312,936
4614,1531,1329,3,145,435
4615,1531,1475,1,260,260
4616,1532,1492,1,214,214
4617,1532,1117,1,67,67
4618,1532,1042,3,424,1272
4619,1532,1318,2,448,896
4620,1533,1300,1,56,56
4621,1533,1259,3,304,912
4622,1534,1444,1,245,245
4623,1534,1437,3,308,924
4624,1534,1069,1,290,290
4625,1534,1155,3,35,105
4626,1535,1212,1,372,372
4627,1535,1423,3,231,693
4628,1536,1256,1,395,395
4629,1536,1293,1,160,160
4630,1536,1276,3,22,66
4631,1537,1389,1,326,326
4632,1537,1176,2,132,264
4633,1537,1286,2,373,746
4634,1537,1144,3,42,126
4635,1538,1089,1,384,384
4636,1539,1190,3,182,546
4637,1539,1409,2,346,692
4638,1540,1140,2,422,844
4639,1541,1424,1,83,83
4640,1541,1003,2,84,168
4641,1541,1005,2,355,710
4642,1541,1015,1,283,283
4643,1541,1465,1,190,190
4644,1542,1376,1,254,254
4645,1542,1498,2,159,318
4646,1542,1271,3,355,1065
4647,1542,1421,3,186,558
4648,1543,1368,1,302,302
4649,1543,1294,3,333,999
4650,1543,1238,2,222,444
4651,1543,1116,1,99,99
4652,1544,1132,2,172,344
4653,1545,1455,2,31,62
4654,1545,1182,3,116,348
4655,1545,1376,2,254,508
4656,1545,1215,1,412,412
4657,1545,1100,2,231,462
4658,1546,1374,2,143,286
4659,1546,1498,1,159,159
4660,1546,1305,1,72,72
4661,1546,1253,2,337,674
4662,1546,1142,1,124,124
4663,1547,1073,1,59,59
4664,1547,1207,1,298,298
4665,1547,1359,3,47,141
4666,1547,1341,3,102,306
4667,1547,1242,2,73,146
4668,1548,1248,3,160,480
4669,1548,1233,3,350,1050
4670,1548,1156,3,354,1062
4671,1549,1025,2,315,630
4672,1550,1182,1,116,116
4673,1551,1088,1,440,440
4674,1551,1400,2,253,506
4675,1551,1058,1,328,328
4676,1551,1211,3,102,306
4677,1552,1033,2,416,832
4678,1552,1063,3,313,939
4679,1552,1006,3,445,1335
4680,1552,1139,1,157,157
4681,1552,1387,2,252,504
4682,1553,1283,2,28,56
4683,1553,1336,2,363,726
4684,1554,1158,3,77,231
4685,1554,1348,2,176,352
4686,1554,1173,1,328,328
4687,1554,1132,1,172,172
4688,1555,1480,1,351,351
4689,1555,1135,3,307,921
4690,1555,1446,2,73,146
4691,1556,1150,1,191,191
4692,1556,1171,2,225,450
4693,1556,1309,1,18,18
4694,1557,1238,3,222,666
4695,1557,1134,1,407,407
4696,1558,1075,3,74,222
4697,1558,1003,3,84,252
4698,1558,1381,2,286,572
4699,1559,1342,2,418,836
4700,1559,1168,3,321,963
4701,1559,1459,1,98,98
4702,1559,1253,1,337,337
4703,1560,1324,2,202,404
4704,1560,1434,3,231,693
4705,1560,1305,2,72,144
4706,1560,1446,3,73,219
4707,1561,1360,3,31,93
4708,1561,1499,3,41,123
4709,1561,1333,3,118,354
4710,1561,1412,2,22,44
4711,1562,1081,2,172,344
4712,1563,1115,1,219,219
4713,1563,1401,2,189,378
4714,1563,1485,1,290,290
4715,1563,1451,1,182,182
4716,1563,1262,1,227,227
4717,1564,1072,1,387,387
4718,1564,1007,1,252,252
4719,1565,1150,2,191,382
4720,1565,1359,3,47,141
4721,1565,1310,1,164,164
4722,1565,1393,2,372,744
4723,1565,1045,2,30,60
4724,1566,1225,1,264,264
4725,1566,1059,3,190,570
4726,1566,1317,1,284,284
4727,1566,1377,3,183,549
4728,1567,1050,2,151,302
4729,1567,1250,3,85,255
4730,1567,1115,1,219,219
4731,1568,1416,1,338,338
4732,1568,1158,3,77,231
4733,1568,1104,2,209,418
4734,1569,1050,3,151,453
4735,1569,1286,2,373,746
4736,1570,1450,2,156,312
4737,1571,1253,1,337,337
4738,1571,1069,2,290,580
4739,1571,1094,3,231,693
4740,1572,1412,3,22,66
4741,1572,1010,3,243,729
4742,1573,1444,3,245,735
4743,1573,1442,3,67,201
4744,1573,1138,1,281,281
4745,1573,1417,2,114,228
4746,1574,1326,1,366,366
4747,1575,1208,1,259,259
4748,1575,1185,1,86,86
4749,1575,1177,2,408,816
4750,1575,1021,3,158,474
4751,1575,1475,3,260,780
4752,1576,1308,1,359,359
4753,1576,1012,3,445,1335
4754,1577,1074,2,102,204
4755,1577,1107,2,397,794
4756,1578,1198,2,356,712
4757,1579,1431,1,258,258
4758,1579,1498,3,159,477
4759,1580,1038,2,127,254
4760,1580,1153,1,336,336
4761,1580,1375,3,169,507
4762,1581,1376,3,254,762
4763,1581,1410,1,429,429
4764,1581,1040,1,225,225
4765,1581,1304,2,411,822
4766,1581,1061,2,55,110
4767,1582,1247,2,205,410
4768,1582,1438,2,343,686
4769,1583,1153,1,336,336
4770,1584,1071,1,84,84
4771,1584,1170,1,40,40
4772,1584,1470,3,438,1314
4773,1584,1155,3,35,105
4774,1585,1482,3,205,615
4775,1585,1345,2,410,820
4776,1586,1338,2,121,242
4777,1587,1129,2,315,630
4778,1588,1448,3,113,339
4779,1588,1163,3,31,93
4780,1588,1030,2,441,882
4781,1589,1444,1,245,245
4782,1589,1434,1,231,231
4783,1589,1313,1,212,212
4784,1589,1448,2,113,226
4785,1589,1068,2,443,886
4786,1590,1085,2,326,652
4787,1591,1095,2,212,424
4788,1592,1280,3,184,552
4789,1592,1145,3,328,984
4790,1592,1106,1,344,344
4791,1593,1311,2,189,378
4792,1593,1045,3,30,90
4793,1594,1100,1,231,231
4794,1594,1499,2,41,82
4795,1595,1184,1,157,157
4796,1595,1360,2,31,62
4797,1596,1077,2,360,720
4798,1596,1410,2,429,858
4799,1596,1446,3,73,219
4800,1596,1341,1,102,102
4801,1596,1046,2,368,736
4802,1597,1136,3,342,1026
4803,1597,1094,3,231,693
4804,1597,1339,1,88,88
4805,1598,1286,2,373,746
4806,1598,1352,1,353,353
4807,1598,1063,2,313,626
4808,1598,1003,2,84,168
4809,1598,1222,3,278,834
4810,1599,1049,1,323,323
4811,1599,1348,1,176,176
4812,1600,1462,1,349,349
4813,1600,1397,2,152,304
4814,1600,1087,3,71,213
4815,1601,1245,1,176,176
4816,1601,1237,3,417,1251
4817,1601,1134,3,407,1221
4818,1601,1315,3,26,78
4819,1602,1477,3,170,510
4820,1602,1215,1,412,412
4821,1602,1173,1,328,328
4822,1602,1197,3,337,1011
4823,1603,1423,3,231,693
4824,1603,1485,3,290,870
4825,1603,1126,2,380,760
4826,1604,1058,2,328,656
4827,1604,1141,2,433,866
4828,1604,1464,2,139,278
4829,1605,1054,3,413,1239
4830,1605,1187,1,98,98
4831,1605,1270,1,145,145
4832,1605,1438,1,343,343
4833,1605,1282,2,175,350
4834,1606,1197,1,337,337
4835,1606,1385,2,371,742
4836,1606,1206,3,287,861
4837,1607,1102,2,38,76
4838,1607,1127,2,288,576
4839,1607,1388,1,239,239
4840,1608,1473,3,105,315
4841,1609,1274,3,264,792
4842,1609,1320,1,192,192
4843,1609,1333,2,118,236
4844,1609,1443,3,127,381
4845,1609,1398,2,199,398
4846,1610,1221,2,273,546
4847,1610,1255,3,440,1320
4848,1610,1478,3,264,792
4849,1611,1206,2,287,574
4850,1611,1432,2,133,266
4851,1611,1487,3,114,342
4852,1612,1014,3,163,489
4853,1612,1037,3,338,1014
4854,1612,1301,1,103,103
4855,1612,1204,3,267,801
4856,1612,1351,1,360,360
4857,1613,1497,1,337,337
4858,1614,1070,2,346,692
4859,1614,1464,2,139,278
4860,1614,1254,1,182,182
4861,1615,1030,1,441,441
4862,1615,1191,1,216,216
4863,1615,1126,3,380,1140
4864,1616,1357,2,440,880
4865,1617,1264,2,144,288
4866,1618,1274,3,264,792
4867,1618,1067,3,320,960
4868,1619,1023,1,312,312
4869,1619,1161,1,439,439
4870,1619,1453,3,283,849
4871,1619,1304,1,411,411
4872,1620,1383,2,22,44
4873,1620,1128,2,240,480
4874,1620,1158,1,77,77
4875,1620,1340,1,256,256
4876,1620,1224,2,268,536
4877,1621,1257,3,75,225
4878,1622,1424,1,83,83
4879,1622,1307,1,339,339
4880,1623,1133,1,188,188
4881,1623,1318,3,448,1344
4882,1623,1121,2,214,428
4883,1624,1088,3,440,1320
4884,1624,1394,2,246,492
4885,1625,1428,1,157,157
4886,1625,1337,3,203,609
4887,1626,1251,2,275,550
4888,1626,1108,2,243,486
4889,1626,1078,1,316,316
4890,1626,1166,3,312,936
4891,1626,1107,2,397,794
4892,1627,1007,1,252,252
4893,1627,1317,3,284,852
4894,1627,1479,2,334,668
4895,1627,1101,1,247,247
4896,1627,1405,1,270,270
4897,1628,1419,1,112,112
4898,1629,1307,2,339,678
4899,1629,1350,3,341,1023
4900,1629,1183,1,35,35
4901,1629,1407,1,65,65
4902,1630,1364,2,125,250
4903,1630,1275,2,186,372
4904,1630,1447,3,405,1215
4905,1631,1069,3,290,870
4906,1631,1234,2,200,400
4907,1631,1230,2,309,618
4908,1632,1470,3,438,1314
4909,1632,1397,1,152,152
4910,1632,1425,3,365,1095
4911,1632,1173,1,328,328
4912,1632,1017,3,231,693
4913,1633,1052,3,398,1194
4914,1633,1375,3,169,507
4915,1633,1063,1,313,313
4916,1634,1225,2,264,528
4917,1634,1042,1,424,424
4918,1634,1196,1,367,367
4919,1634,1023,1,312,312
4920,1635,1001,2,54,108
4921,1635,1461,1,301,301
4922,1635,1375,3,169,507
4923,1635,1169,2,39,78
4924,1635,1256,1,395,395
4925,1636,1303,1,133,133
4926,1636,1036,1,99,99
4927,1637,1087,1,71,71
4928,1637,1058,1,328,328
4929,1637,1443,2,127,254
4930,1638,1102,1,38,38
4931,1638,1201,1,244,244
4932,1638,1192,2,238,476
4933,1638,1227,2,89,178
4934,1638,1213,1,98,98
4935,1639,1370,3,300,900
4936,1640,1242,1,73,73
4937,1640,1428,1,157,157
4938,1640,1142,3,124,372
4939,1641,1284,2,109,218
4940,1641,1441,3,271,813
4941,1641,1250,1,85,85
4942,1641,1245,2,176,352
4943,1642,1035,2,382,764
4944,1642,1499,2,41,82
4945,1642,1334,1,139,139
4946,1642,1351,3,360,1080
4947,1642,1154,2,405,810
4948,1643,1185,3,86,258
4949,1643,1204,1,267,267
4950,1643,1092,3,230,690
4951,1643,1456,3,44,132
4952,1643,1349,1,45,45
4953,1644,1466,3,336,1008
4954,1644,1362,2,182,364
4955,1645,1495,1,173,173
4956,1646,1145,1,328,328
4957,1646,1195,3,416,1248
4958,1646,1396,1,301,301
4959,1646,1358,2,321,642
4960,1646,1303,1,133,133
4961,1647,1341,1,102,102
4962,1647,1123,1,134,134
4963,1647,1304,2,411,822
4964,1648,1114,1,55,55
4965,1648,1098,2,153,306
4966,1648,1285,2,120,240
4967,1648,1389,1,326,326
4968,1648,1387,3,252,756
4969,1649,1419,2,112,224
4970,1649,1366,1,129,129
4971,1649,1059,1,190,190
4972,1649,1443,1,127,127
4973,1649,1390,3,180,540
4974,1650,1417,3,114,342
4975,1650,1442,1,67,67
4976,1650,1465,3,190,570
4977,1651,1058,1,328,328
4978,1651,1354,1,347,347
4979,1651,1364,1,125,125
4980,1651,1394,2,246,492
4981,1652,1435,2,224,448
4982,1652,1168,3,321,963
4983,1652,1346,2,375,750
4984,1653,1407,3,65,195
4985,1653,1202,1,303,303
4986,1653,1241,1,164,164
4987,1653,1329,2,145,290
4988,1654,1189,2,186,372
4989,1654,1177,1,408,408
4990,1654,1367,3,251,753
4991,1654,1088,1,440,440
4992,1654,1129,3,315,945
4993,1655,1203,1,271,271
4994,1655,1471,1,96,96
4995,1655,1380,1,120,120
4996,1655,1412,3,22,66
4997,1656,1241,3,164,492
4998,1656,1361,1,149,149
4999,1656,1121,1,214,214
5000,1657,1085,1,326,326
5001,1658,1363,3,235,705
5002,1658,1090,2,279,558
5003,1658,1102,3,38,114
5004,1659,1042,3,424,1272
5005,1659,1025,1,315,315
5006,1659,1447,1,405,405
5007,1659,1354,2,347,694
5008,1660,1360,1,31,31
5009,1660,1333,2,118,236
5010,1661,1112,2,198,396
5011,1661,1314,3,274,822
5012,1661,1233,1,350,350
5013,1662,1436,2,210,420
5014,1662,1352,3,353,1059
5015,1662,1078,1,316,316
5016,1663,1110,1,275,275
5017,1663,1151,2,208,416
5018,1663,1081,3,172,516
5019,1664,1486,3,444,1332
5020,1664,1095,3,212,636
5021,1664,1091,2,86,172
5022,1665,1224,2,268,536
5023,1665,1107,2,397,794
5024,1665,1149,3,257,771
5025,1665,1144,3,42,126
5026,1665,1068,2,443,886
5027,1666,1233,1,350,350
5028,1666,1264,3,144,432
5029,1666,1199,2,107,214
5030,1666,1434,1,231,231
5031,1666,1231,3,236,708
5032,1667,1470,1,438,438
5033,1667,1006,3,445,1335
5034,1668,1130,3,33,99
5035,1668,1337,1,203,203
5036,1668,1257,1,75,75
5037,1669,1001,3,54,162
5038,1670,1486,3,444,1332
5039,1670,1154,2,405,810
5040,1670,1005,3,355,1065
5041,1670,1223,3,185,555
5042,1670,1365,1,260,260
5043,1671,1006,3,445,1335
5044,1672,1381,3,286,858
5045,1672,1420,3,403,1209
5046,1672,1125,3,45,135
5047,1672,1354,3,347,1041
5048,1673,1389,2,326,652
5049,1673,1442,2,67,134
5050,1673,1032,1,244,244
5051,1674,1253,1,337,337
5052,1675,1318,2,448,896
5053,1675,1238,1,222,222
5054,1675,1329,1,145,145
5055,1675,1367,3,251,753
5056,1676,1025,3,315,945
5057,1676,1150,2,191,382
5058,1676,1158,1,77,77
5059,1676,1121,3,214,642
5060,1676,1167,1,151,151
5061,1677,1364,2,125,250
5062,1677,1395,2,184,368
5063,1677,1149,2,257,514
5064,1677,1091,3,86,258
5065,1677,1476,2,354,708
5066,1678,1111,3,92,276
5067,1678,1158,3,77,231
5068,1678,1189,3,186,558
5069,1679,1248,1,160,160
5070,1680,1449,1,234,234
5071,1680,1156,3,354,1062
5072,1680,1019,1,107,107
5073,1680,1120,2,428,856
5074,1680,1331,3,296,888
5075,1681,1463,1,18,18
5076,1682,1196,2,367,734
5077,1682,1466,1,336,336
5078,1682,1389,2,326,652
5079,1683,1281,3,42,126
5080,1683,1319,2,430,860
5081,1683,1458,2,272,544
5082,1684,1034,1,422,422
5083,1684,1426,3,383,1149
5084,1685,1425,2,365,730
5085,1685,1385,1,371,371
5086,1685,1173,1,328,328
5087,1685,1296,1,439,439
5088,1685,1495,2,173,346
5089,1686,1411,1,281,281
5090,1687,1202,1,303,303
5091,1687,1075,3,74,222
5092,1688,1308,3,359,1077
5093,1688,1389,2,326,652
5094,1689,1442,3,67,201
5095,1689,1105,3,327,981
5096,1690,1396,1,301,301
5097,1690,1098,2,153,306
5098,1690,1085,3,326,978
5099,1691,1058,1,328,328
5100,1692,1291,3,399,1197
5101,1692,1011,1,90,90
5102,1692,1341,3,102,306
5103,1693,1030,1,441,441
5104,1693,1251,3,275,825
5105,1694,1201,2,244,488
5106,1694,1444,1,245,245
5107,1694,1305,1,72,72
5108,1694,1044,2,80,160
5109,1695,1286,2,373,746
5110,1695,1469,2,362,724
5111,1695,1186,1,223,223
5112,1696,1130,1,33,33
5113,1696,1177,1,408,408
5114,1696,1221,2,273,546
5115,1696,1262,3,227,681
5116,1696,1328,1,213,213
5117,1697,1124,3,249,747
5118,1697,1106,3,344,1032
5119,1697,1206,2,287,574
5120,1697,1342,1,418,418
5121,1697,1362,3,182,546
5122,1698,1337,2,203,406
5123,1698,1483,1,410,410
5124,1698,1050,1,151,151
5125,1698,1236,1,197,197
5126,1699,1016,2,430,860
5127,1700,1036,3,99,297
5128,1700,1108,2,243,486
5129,1700,1001,2,54,108
5130,1700,1163,2,31,62
5131,1700,1068,1,443,443
5132,1701,1337,2,203,406
5133,1701,1216,3,423,1269
5134,1701,1388,1,239,239
5135,1701,1291,1,399,399
5136,1702,1116,1,99,99
5137,1703,1491,3,408,1224
5138,1703,1495,1,173,173
5139,1703,1019,1,107,107
5140,1703,1025,1,315,315
5141,1704,1449,2,234,468
5142,1704,1084,1,403,403
5143,1704,1143,3,353,1059
5144,1704,1364,1,125,125
5145,1705,1492,1,214,214
5146,1705,1130,3,33,99
5147,1706,1077,1,360,360
5148,1706,1023,2,312,624
5149,1706,1208,2,259,518
5150,1706,1301,1,103,103
5151,1706,1041,3,207,621
5152,1707,1126,2,380,760
5153,1707,1441,1,271,271
5154,1708,1250,3,85,255
5155,1708,1089,2,384,768
5156,1708,1129,2,315,630
5157,1708,1067,3,320,960
5158,1708,1445,1,312,312
5159,1709,1283,3,28,84
5160,1709,1246,2,62,124
5161,1709,1488,2,109,218
5162,1709,1070,3,346,1038
5163,1709,1042,3,424,1272
5164,1710,1188,2,128,256
5165,1710,1091,3,86,258
5166,1711,1472,2,285,570
5167,1711,1239,3,224,672
5168,1712,1478,1,264,264
5169,1712,1049,1,323,323
5170,1712,1315,1,26,26
5171,1712,1424,2,83,166
5172,1713,1038,3,127,381
5173,1713,1287,3,344,1032
5174,1713,1386,1,388,388
5175,1713,1197,1,337,337
5176,1714,1086,3,235,705
5177,1715,1162,1,250,250
5178,1715,1259,2,304,608
5179,1715,1208,3,259,777
5180,1715,1154,1,405,405
5181,1715,1454,1,131,131
5182,1716,1006,2,445,890
5183,1717,1200,2,370,740
5184,1717,1112,3,198,594
5185,1718,1302,2,336,672
5186,1718,1254,2,182,364
5187,1718,1415,2,111,222
5188,1719,1238,2,222,444
5189,1719,1334,3,139,417
5190,1719,1337,2,203,406
5191,1719,1125,2,45,90
5192,1720,1173,1,328,328
5193,1721,1242,2,73,146
5194,1721,1363,3,235,705
5195,1722,1485,3,290,870
5196,1723,1258,3,448,1344
5197,1723,1082,2,40,80
5198,1723,1038,1,127,127
5199,1723,1101,2,247,494
5200,1724,1116,1,99,99
5201,1724,1269,1,357,357
5202,1725,1126,2,380,760
5203,1725,1155,1,35,35
5204,1725,1300,1,56,56
5205,1725,1357,2,440,880
5206,1726,1484,2,345,690
5207,1726,1046,2,368,736
5208,1726,1295,2,132,264
5209,1727,1363,3,235,705
5210,1727,1345,2,410,820
5211,1728,1278,1,145,145
5212,1728,1437,1,308,308
5213,1729,1420,2,403,806
5214,1729,1061,1,55,55
5215,1729,1260,1,168,168
5216,1729,1243,1,242,242
5217,1730,1461,1,301,301
5218,1730,1253,3,337,1011
5219,1730,1145,3,328,984
5220,1731,1307,1,339,339
5221,1731,1089,1,384,384
5222,1731,1500,3,187,561
5223,1731,1031,1,167,167
5224,1731,1071,2,84,168
5225,1732,1008,1,428,428
5226,1732,1493,3,169,507
5227,1732,1266,2,138,276
5228,1733,1301,2,103,206
5229,1733,1146,2,417,834
5230,1734,1150,3,191,573
5231,1735,1321,3,372,1116
5232,1736,1317,3,284,852
5233,1736,1455,1,31,31
5234,1736,1361,1,149,149
5235,1737,1089,3,384,1152
5236,1737,1306,1,24,24
5237,1737,1325,3,441,1323
5238,1737,1013,3,389,1167
5239,1737,1135,3,307,921
5240,1738,1093,3,435,1305
5241,1738,1396,3,301,903
5242,1738,1337,3,203,609
5243,1738,1108,3,243,729
5244,1739,1325,2,441,882
5245,1739,1294,3,333,999
5246,1739,1353,1,69,69
5247,1740,1273,2,63,126
5248,1740,1189,2,186,372
5249,1740,1174,1,200,200
5250,1740,1424,3,83,249
5251,1741,1192,2,238,476
5252,1741,1413,1,124,124
5253,1741,1098,1,153,153
5254,1741,1449,2,234,468
5255,1742,1323,1,42,42
5256,1742,1206,3,287,861
5257,1743,1391,1,273,273
5258,1743,1151,1,208,208
5259,1743,1328,3,213,639
5260,1743,1500,3,187,561
5261,1744,1026,3,182,546
5262,1744,1347,2,418,836
5263,1745,1088,3,440,1320
5264,1745,1048,1,295,295
5265,1746,1421,3,186,558
5266,1746,1299,2,245,490
5267,1746,1458,2,272,544
5268,1747,1299,1,245,245
5269,1747,1429,3,347,1041
5270,1747,1360,1,31,31
5271,1747,1434,2,231,462
5272,1748,1224,3,268,804
5273,1748,1111,1,92,92
5274,1748,1464,3,139,417
5275,1748,1037,2,338,676
5276,1748,1201,1,244,244
5277,1749,1448,3,113,339
5278,1749,1452,1,75,75
5279,1750,1484,1,345,345
5280,1750,1457,1,386,386
5281,1751,1322,1,187,187
5282,1751,1410,3,429,1287
5283,1751,1447,1,405,405
5284,1751,1313,2,212,424
5285,1752,1270,1,145,145
5286,1752,1298,2,320,640
5287,1752,1129,3,315,945
5288,1753,1228,2,384,768
5289,1753,1295,2,132,264
5290,1753,1436,2,210,420
5291,1753,1281,3,42,126
5292,1754,1410,3,429,1287
5293,1754,1342,1,418,418
5294,1754,1301,2,103,206
5295,1754,1091,2,86,172
5296,1754,1002,2,60,120
5297,1755,1372,1,435,435
5298,1755,1429,2,347,694
5299,1755,1084,3,403,1209
5300,1755,1029,2,168,336
5301,1756,1296,2,439,878
5302,1756,1150,3,191,573
5303,1756,1045,3,30,90
5304,1756,1215,3,412,1236
5305,1757,1362,3,182,546
5306,1757,1113,2,136,272
5307,1758,1314,2,274,548
5308,1759,1047,3,399,1197
5309,1759,1150,3,191,573
5310,1759,1410,1,429,429
5311,1759,1304,1,411,411
5312,1760,1376,2,254,508
5313,1760,1462,2,349,698
5314,1760,1320,1,192,192
5315,1760,1211,1,102,102
5316,1760,1084,2,403,806
5317,1761,1317,1,284,284
5318,1761,1423,2,231,462
5319,1761,1232,3,354,1062
5320,1761,1083,2,170,340
5321,1762,1497,3,337,1011
5322,1762,1273,3,63,189
5323,1763,1500,3,187,561
5324,1764,1322,3,187,561
5325,1764,1071,1,84,84
5326,1764,1021,2,158,316
5327,1765,1034,1,422,422
5328,1765,1398,2,199,398
5329,1765,1094,2,231,462
5330,1765,1016,1,430,430
5331,1766,1178,1,149,149
5332,1766,1077,2,360,720
5333,1767,1140,3,422,1266
5334,1767,1177,2,408,816
5335,1767,1488,3,109,327
5336,1767,1237,1,417,417
5337,1768,1005,1,355,355
5338,1768,1360,2,31,62
5339,1768,1434,1,231,231
5340,1768,1330,1,264,264
5341,1768,1188,3,128,384
5342,1769,1470,2,438,876
5343,1769,1111,1,92,92
5344,1769,1009,2,46,92
5345,1769,1062,1,390,390
5346,1769,1309,2,18,36
5347,1770,1335,2,127,254
5348,1770,1444,2,245,490
5349,1770,1196,2,367,734
5350,1770,1388,1,239,239
5351,1771,1293,2,160,320
